schema,table,column,position,data_type,max_length,precision,scale,nullable,default,comment,key_type,fk_table,fk_column
inventory,storage_locations,temperature_range,12,jsonb,,,,YES,,,,,
inventory,storage_locations,humidity_controlled,13,boolean,,,,YES,false,,,,
inventory,storage_locations,humidity_range,14,jsonb,,,,YES,,,,,
inventory,storage_locations,restricted_access,15,boolean,,,,YES,false,,,,
inventory,storage_locations,allowed_product_categories,16,ARRAY,,,,YES,,,,,
inventory,storage_locations,storage_class,17,text,,,,YES,,,,,
inventory,storage_locations,is_active,18,boolean,,,,YES,true,,,,
inventory,storage_locations,is_full,19,boolean,,,,YES,false,,,,
inventory,storage_locations,created_at,20,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
inventory,storage_locations,updated_at,21,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
inventory,units_of_measure,uom_id,1,integer,,32,,NO,nextval('inventory.units_of_measure_uom_id_seq'::regclass),,PK,,
inventory,units_of_measure,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
inventory,units_of_measure,uom_code,3,text,,,,NO,,,,,
inventory,units_of_measure,uom_name,4,text,,,,NO,,,,,
inventory,units_of_measure,uom_type,5,text,,,,NO,,,,,
inventory,units_of_measure,base_uom_code,6,text,,,,YES,,,,,
inventory,units_of_measure,conversion_factor,7,numeric,,15,6,YES,1,,,,
inventory,units_of_measure,symbol,8,text,,,,YES,,,,,
inventory,units_of_measure,decimal_places,9,integer,,32,,YES,0,,,,
inventory,units_of_measure,is_active,10,boolean,,,,YES,true,,,,
inventory,units_of_measure,created_at,11,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,credit_note_applications,application_id,1,integer,,32,,NO,nextval('sales.credit_note_applications_application_id_seq'::regclass),,PK,,
sales,credit_note_applications,credit_note_id,2,integer,,32,,NO,,,FK,credit_notes,credit_note_id
sales,credit_note_applications,invoice_id,3,integer,,32,,NO,,,FK,invoices,invoice_id
sales,credit_note_applications,applied_amount,4,numeric,,15,2,NO,,,,,
sales,credit_note_applications,application_date,5,date,,,,NO,CURRENT_DATE,,,,
sales,credit_note_applications,created_by,6,integer,,32,,NO,,,FK,org_users,user_id
sales,credit_note_applications,created_at,7,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,credit_notes,credit_note_id,1,integer,,32,,NO,nextval('sales.credit_notes_credit_note_id_seq'::regclass),,PK,,
sales,credit_notes,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
sales,credit_notes,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
sales,credit_notes,credit_note_number,4,text,,,,NO,,,,,
sales,credit_notes,credit_note_date,5,date,,,,NO,CURRENT_DATE,,,,
sales,credit_notes,customer_id,6,integer,,32,,NO,,,FK,customers,customer_id
sales,credit_notes,reference_type,7,text,,,,YES,,,,,
sales,credit_notes,reference_id,8,integer,,32,,YES,,,,,
sales,credit_notes,reference_number,9,text,,,,YES,,,,,
sales,credit_notes,credit_amount,10,numeric,,15,2,NO,,,,,
sales,credit_notes,tax_amount,11,numeric,,15,2,YES,0,,,,
sales,credit_notes,total_amount,12,numeric,,15,2,NO,,,,,
sales,credit_notes,reason_code,13,text,,,,NO,,,,,
sales,credit_notes,reason,14,text,,,,NO,,,,,
sales,credit_notes,notes,15,text,,,,YES,,,,,
sales,credit_notes,is_gst_applicable,16,boolean,,,,YES,true,,,,
sales,credit_notes,cgst_amount,17,numeric,,15,2,YES,0,,,,
sales,credit_notes,sgst_amount,18,numeric,,15,2,YES,0,,,,
sales,credit_notes,igst_amount,19,numeric,,15,2,YES,0,,,,
sales,credit_notes,status,20,text,,,,YES,'draft'::text,,,,
sales,credit_notes,approved_by,21,integer,,32,,YES,,,FK,org_users,user_id
sales,credit_notes,approved_date,22,timestamp with time zone,,,,YES,,,,,
sales,credit_notes,applied_amount,23,numeric,,15,2,YES,0,,,,
sales,credit_notes,remaining_amount,24,numeric,,15,2,YES,,Auto-calculated: total_amount - applied_amount,,,
sales,credit_notes,items_detail,25,jsonb,,,,YES,,,,,
sales,credit_notes,created_by,26,integer,,32,,NO,,,FK,org_users,user_id
sales,credit_notes,created_at,27,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,credit_notes,updated_at,28,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,customer_visits,visit_id,1,integer,,32,,NO,nextval('sales.customer_visits_visit_id_seq'::regclass),,PK,,
sales,customer_visits,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
sales,customer_visits,visit_date,3,date,,,,NO,,,,,
sales,customer_visits,visit_time,4,time without time zone,,,,YES,,,,,
sales,customer_visits,customer_id,5,integer,,32,,NO,,,FK,customers,customer_id
sales,customer_visits,visited_by,6,integer,,32,,NO,,,FK,org_users,user_id
sales,customer_visits,route_id,7,integer,,32,,YES,,,FK,routes,route_id
sales,customer_visits,visit_purpose,8,text,,,,NO,,,,,
sales,customer_visits,visit_outcome,9,text,,,,YES,,,,,
sales,customer_visits,order_id,10,integer,,32,,YES,,,FK,orders,order_id
sales,customer_visits,collection_amount,11,numeric,,15,2,YES,,,,,
sales,customer_visits,check_in_time,12,timestamp with time zone,,,,YES,,,,,
sales,customer_visits,check_out_time,13,timestamp with time zone,,,,YES,,,,,
sales,customer_visits,visit_location,14,jsonb,,,,YES,,,,,
sales,customer_visits,visit_notes,15,text,,,,YES,,,,,
sales,customer_visits,follow_up_required,16,boolean,,,,YES,false,,,,
sales,customer_visits,follow_up_date,17,date,,,,YES,,,,,
sales,customer_visits,follow_up_notes,18,text,,,,YES,,,,,
sales,customer_visits,visit_photos,19,jsonb,,,,YES,'[]'::jsonb,,,,
sales,customer_visits,visit_status,20,text,,,,YES,'completed'::text,,,,
sales,customer_visits,created_at,21,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,customer_visits,updated_at,22,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,debit_notes,debit_note_id,1,integer,,32,,NO,nextval('sales.debit_notes_debit_note_id_seq'::regclass),,PK,,
sales,debit_notes,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
sales,debit_notes,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
sales,debit_notes,debit_note_number,4,text,,,,NO,,,,,
sales,debit_notes,debit_note_date,5,date,,,,NO,CURRENT_DATE,,,,
sales,debit_notes,customer_id,6,integer,,32,,NO,,,FK,customers,customer_id
sales,debit_notes,reference_type,7,text,,,,YES,,,,,
sales,debit_notes,reference_id,8,integer,,32,,YES,,,,,
sales,debit_notes,reference_number,9,text,,,,YES,,,,,
sales,debit_notes,debit_amount,10,numeric,,15,2,NO,,,,,
sales,debit_notes,tax_amount,11,numeric,,15,2,YES,0,,,,
sales,debit_notes,total_amount,12,numeric,,15,2,NO,,,,,
sales,debit_notes,reason_code,13,text,,,,NO,,,,,
sales,debit_notes,reason,14,text,,,,NO,,,,,
sales,debit_notes,notes,15,text,,,,YES,,,,,
sales,debit_notes,is_gst_applicable,16,boolean,,,,YES,true,,,,
sales,debit_notes,cgst_amount,17,numeric,,15,2,YES,0,,,,
sales,debit_notes,sgst_amount,18,numeric,,15,2,YES,0,,,,
sales,debit_notes,igst_amount,19,numeric,,15,2,YES,0,,,,
sales,debit_notes,status,20,text,,,,YES,'draft'::text,,,,
sales,debit_notes,approved_by,21,integer,,32,,YES,,,FK,org_users,user_id
sales,debit_notes,approved_date,22,timestamp with time zone,,,,YES,,,,,
sales,debit_notes,paid_amount,23,numeric,,15,2,YES,0,,,,
sales,debit_notes,payment_status,24,text,,,,YES,,Auto-calculated based on paid_amount vs total_amount,,,
sales,debit_notes,items_detail,25,jsonb,,,,YES,,,,,
sales,debit_notes,created_by,26,integer,,32,,NO,,,FK,org_users,user_id
sales,debit_notes,created_at,27,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,debit_notes,updated_at,28,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,delivery_challan_items,challan_item_id,1,integer,,32,,NO,nextval('sales.delivery_challan_items_challan_item_id_seq'::regclass),,PK,,
sales,delivery_challan_items,challan_id,2,integer,,32,,NO,,,FK,delivery_challans,challan_id
sales,delivery_challan_items,order_item_id,3,integer,,32,,YES,,,FK,order_items,order_item_id
sales,delivery_challan_items,product_id,4,integer,,32,,NO,,,FK,products,product_id
sales,delivery_challan_items,batch_id,5,integer,,32,,YES,,,,,
sales,delivery_challan_items,ordered_quantity,6,numeric,,15,3,YES,,,,,
sales,delivery_challan_items,dispatched_quantity,7,numeric,,15,3,NO,,,,,
sales,delivery_challan_items,delivered_quantity,8,numeric,,15,3,YES,,,,,
sales,delivery_challan_items,returned_quantity,9,numeric,,15,3,YES,0,,,,
sales,delivery_challan_items,damaged_quantity,10,numeric,,15,3,YES,0,,,,
sales,delivery_challan_items,uom,11,text,,,,NO,,,,,
sales,delivery_challan_items,pack_type,12,text,,,,NO,,,,,
sales,delivery_challan_items,item_status,13,text,,,,YES,'dispatched'::text,,,,
sales,delivery_challan_items,item_notes,14,text,,,,YES,,,,,
sales,delivery_challan_items,display_order,15,integer,,32,,YES,,,,,
sales,delivery_challan_items,created_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,delivery_challan_items,unit_price,17,numeric,,15,2,YES,0,,,,
sales,delivery_challans,challan_id,1,integer,,32,,NO,nextval('sales.delivery_challans_challan_id_seq'::regclass),,PK,,
sales,delivery_challans,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
sales,delivery_challans,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
sales,delivery_challans,challan_number,4,text,,,,NO,,,,,
sales,delivery_challans,challan_date,5,date,,,,NO,CURRENT_DATE,,,,
sales,delivery_challans,challan_type,6,text,,,,YES,'delivery'::text,,,,
sales,delivery_challans,order_id,7,integer,,32,,YES,,Optional link to order - challans can exist independently,FK,orders,order_id
sales,delivery_challans,invoice_id,8,integer,,32,,YES,,,FK,invoices,invoice_id
sales,delivery_challans,customer_id,9,integer,,32,,NO,,,FK,customers,customer_id
sales,delivery_challans,delivery_address_id,10,integer,,32,,YES,,,FK,addresses,address_id
sales,delivery_challans,dispatch_date,11,date,,,,YES,,,,,
sales,delivery_challans,dispatch_time,12,time without time zone,,,,YES,,,,,
sales,delivery_challans,dispatch_address_id,13,integer,,32,,YES,,,FK,addresses,address_id
sales,delivery_challans,transport_mode,14,text,,,,YES,,,,,
sales,delivery_challans,transporter_name,15,text,,,,YES,,,,,
sales,delivery_challans,vehicle_number,16,text,,,,YES,,,,,
sales,delivery_challans,lr_number,17,text,,,,YES,,,,,
sales,delivery_challans,lr_date,18,date,,,,YES,,,,,
sales,delivery_challans,freight_charges,19,numeric,,15,2,YES,,Freight/delivery charges,,,
sales,delivery_challans,eway_bill_required,20,boolean,,,,YES,false,,,,
sales,delivery_challans,eway_bill_number,21,text,,,,YES,,,,,
sales,delivery_challans,eway_bill_date,22,date,,,,YES,,,,,
sales,delivery_challans,eway_bill_validity_days,23,integer,,32,,YES,,,,,
sales,delivery_challans,eway_bill_data,24,jsonb,,,,YES,,,,,
sales,delivery_challans,total_quantity,25,numeric,,15,3,YES,,,,,
sales,delivery_challans,total_amount,26,numeric,,15,2,YES,,,,,
sales,delivery_challans,challan_status,27,text,,,,YES,'draft'::text,,,,
sales,delivery_challans,delivery_status,28,text,,,,YES,'pending'::text,,,,
sales,delivery_challans,delivered_date,29,date,,,,YES,,,,,
sales,delivery_challans,delivered_time,30,time without time zone,,,,YES,,,,,
sales,delivery_challans,received_by,31,text,,,,YES,,,,,
sales,delivery_challans,delivery_notes,32,text,,,,YES,,,,,
sales,delivery_challans,pod_document,33,text,,,,YES,,,,,
sales,delivery_challans,is_returnable,34,boolean,,,,YES,false,,,,
sales,delivery_challans,return_by_date,35,date,,,,YES,,,,,
sales,delivery_challans,return_status,36,text,,,,YES,,,,,
sales,delivery_challans,notes,37,text,,,,YES,,,,,
sales,delivery_challans,internal_notes,38,text,,,,YES,,,,,
sales,delivery_challans,created_at,39,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,delivery_challans,updated_at,40,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,delivery_challans,created_by,41,integer,,32,,NO,,,FK,org_users,user_id
sales,delivery_challans,taxable_amount,42,numeric,,15,2,YES,0,Sum of item quantities × unit prices before tax,,,
sales,delivery_challans,gst_amount,43,numeric,,15,2,YES,0,Total GST/tax amount on the challan,,,
sales,delivery_tracking,tracking_id,1,integer,,32,,NO,nextval('sales.delivery_tracking_tracking_id_seq'::regclass),,PK,,
sales,delivery_tracking,challan_id,2,integer,,32,,NO,,,,,
sales,delivery_tracking,status,3,text,,,,NO,,,,,
sales,delivery_tracking,location,4,text,,,,YES,,,,,
sales,delivery_tracking,timestamp,5,timestamp with time zone,,,,NO,,,,,
sales,delivery_tracking,gps_latitude,6,numeric,,10,7,YES,,,,,
sales,delivery_tracking,gps_longitude,7,numeric,,10,7,YES,,,,,
sales,delivery_tracking,notes,8,text,,,,YES,,,,,
sales,delivery_tracking,updated_by,9,text,,,,YES,,,,,
sales,delivery_tracking,created_at,10,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,eway_bills,eway_bill_id,1,integer,,32,,NO,nextval('sales.eway_bills_eway_bill_id_seq'::regclass),,PK,,
sales,eway_bills,challan_id,2,integer,,32,,YES,,,,,
sales,eway_bills,eway_bill_number,3,text,,,,NO,,,,,
sales,eway_bills,supply_type,4,text,,,,NO,,,,,
sales,eway_bills,sub_type,5,text,,,,NO,,,,,
sales,eway_bills,document_type,6,text,,,,NO,,,,,
sales,eway_bills,document_number,7,text,,,,NO,,,,,
sales,eway_bills,document_date,8,date,,,,NO,,,,,
sales,eway_bills,from_gstin,9,text,,,,YES,,,,,
sales,eway_bills,to_gstin,10,text,,,,YES,,,,,
sales,eway_bills,transport_mode,11,text,,,,NO,,,,,
sales,eway_bills,transport_distance,12,integer,,32,,YES,,,,,
sales,eway_bills,transporter_name,13,text,,,,YES,,,,,
sales,eway_bills,transporter_id,14,text,,,,YES,,,,,
sales,eway_bills,vehicle_number,15,text,,,,YES,,,,,
sales,eway_bills,valid_until,16,timestamp with time zone,,,,NO,,,,,
sales,eway_bills,status,17,text,,,,NO,'active'::text,,,,
sales,eway_bills,generated_date,18,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,invoice_items,invoice_item_id,1,integer,,32,,NO,nextval('sales.invoice_items_invoice_item_id_seq'::regclass),,PK,,
sales,invoice_items,invoice_id,2,integer,,32,,NO,,,FK,invoices,invoice_id
sales,invoice_items,invoice_id,2,integer,,32,,NO,,,FK,invoices,invoice_id
sales,invoice_items,order_item_id,3,integer,,32,,YES,,,FK,order_items,order_item_id
sales,invoice_items,product_id,4,integer,,32,,NO,,,FK,products,product_id
sales,invoice_items,product_id,4,integer,,32,,NO,,,FK,products,product_id
sales,invoice_items,product_name,5,text,,,,NO,,,,,
sales,invoice_items,product_description,6,text,,,,YES,,,,,
sales,invoice_items,hsn_code,7,text,,,,YES,,,,,
sales,invoice_items,batch_id,8,integer,,32,,YES,,,,,
sales,invoice_items,batch_number,9,text,,,,YES,,,,,
sales,invoice_items,manufacturing_date,10,date,,,,YES,,,,,
sales,invoice_items,expiry_date,11,date,,,,YES,,,,,
sales,invoice_items,quantity,12,numeric,,15,3,NO,,Total items delivered (base + free). Used for inventory deduction and logistics.,,,
sales,invoice_items,uom,13,text,,,,NO,,,,,
sales,invoice_items,pack_type,14,text,,,,NO,,,,,
sales,invoice_items,pack_size,15,integer,,32,,YES,,,,,
sales,invoice_items,base_quantity,16,numeric,,15,3,YES,,Billable quantity (what customer pays for). Used for all revenue calculations.,,,
sales,invoice_items,mrp,17,numeric,,15,2,YES,,,,,
sales,invoice_items,unit_price,18,numeric,,15,4,NO,,,,,
sales,invoice_items,discount_percent,19,numeric,,5,2,YES,0,,,,
sales,invoice_items,discount_amount,20,numeric,,15,2,YES,0,,,,
sales,invoice_items,taxable_amount,21,numeric,,15,2,YES,,,,,
sales,invoice_items,igst_rate,22,numeric,,5,2,YES,0,,,,
sales,invoice_items,igst_amount,23,numeric,,15,2,YES,0,,,,
sales,invoice_items,cgst_rate,24,numeric,,5,2,YES,0,,,,
sales,invoice_items,cgst_amount,25,numeric,,15,2,YES,0,,,,
sales,invoice_items,sgst_rate,26,numeric,,5,2,YES,0,,,,
sales,invoice_items,sgst_amount,27,numeric,,15,2,YES,0,,,,
sales,invoice_items,cess_rate,28,numeric,,5,2,YES,0,,,,
sales,invoice_items,cess_amount,29,numeric,,15,2,YES,0,,,,
sales,invoice_items,total_tax_amount,30,numeric,,15,2,YES,0,,,,
sales,invoice_items,line_total,31,numeric,,15,2,NO,,,,,
sales,invoice_items,is_free_item,32,boolean,,,,YES,false,,,,
sales,invoice_items,display_order,33,integer,,32,,YES,,,,,
sales,invoice_items,created_at,34,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,invoice_items,free_quantity,35,numeric,,15,3,YES,0,Promotional/free quantity given. Used for analytics and promotional tracking.,,,
sales,invoice_items,item_id,36,integer,,32,,NO,nextval('sales.invoice_items_item_id_seq'::regclass),,,,
sales,invoice_items,quantity_returned,37,numeric,,18,3,YES,0,,,,
sales,invoice_return_status,invoice_id,1,integer,,32,,YES,,,,,
sales,invoice_return_status,invoice_number,2,text,,,,YES,,,,,
sales,invoice_return_status,invoice_amount,3,numeric,,15,2,YES,,,,,
sales,invoice_return_status,return_count,4,bigint,,64,,YES,,,,,
sales,invoice_return_status,total_returned_amount,5,numeric,,,,YES,,,,,
sales,invoice_return_status,return_status,6,text,,,,YES,,,,,
sales,invoices,invoice_id,1,integer,,32,,NO,nextval('sales.invoices_invoice_id_seq'::regclass),,PK,,
sales,invoices,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
sales,invoices,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
sales,invoices,invoice_number,4,text,,,,NO,,,,,
sales,invoices,invoice_date,5,date,,,,NO,CURRENT_DATE,,,,
sales,invoices,invoice_type,6,text,,,,YES,'tax_invoice'::text,,,,
sales,invoices,order_id,7,integer,,32,,YES,,,FK,orders,order_id
sales,invoices,challan_ids,8,ARRAY,,,,YES,,,,,
sales,invoices,customer_id,9,integer,,32,,NO,,,FK,customers,customer_id
sales,invoices,customer_name,10,text,,,,NO,,,,,
sales,invoices,billing_address_id,11,integer,,32,,YES,,,FK,addresses,address_id
sales,invoices,shipping_address_id,12,integer,,32,,YES,,,FK,addresses,address_id
sales,invoices,place_of_supply,13,text,,,,YES,,,,,
sales,invoices,reverse_charge,14,boolean,,,,YES,false,,,,
sales,invoices,subtotal_amount,15,numeric,,15,2,YES,0,,,,
sales,invoices,discount_amount,16,numeric,,15,2,YES,0,,,,
sales,invoices,scheme_discount,17,numeric,,15,2,YES,0,,,,
sales,invoices,taxable_amount,18,numeric,,15,2,YES,0,,,,
sales,invoices,igst_amount,19,numeric,,15,2,YES,0,,,,
sales,invoices,cgst_amount,20,numeric,,15,2,YES,0,,,,
sales,invoices,sgst_amount,21,numeric,,15,2,YES,0,,,,
sales,invoices,cess_amount,22,numeric,,15,2,YES,0,,,,
sales,invoices,total_tax_amount,23,numeric,,15,2,YES,0,,,,
sales,invoices,freight_charges,24,numeric,,15,2,YES,0,,,,
sales,invoices,insurance_charges,25,numeric,,15,2,YES,0,,,,
sales,invoices,other_charges,26,numeric,,15,2,YES,0,,,,
sales,invoices,round_off_amount,27,numeric,,5,2,YES,0,,,,
sales,invoices,final_amount,28,numeric,,15,2,YES,0,,,,
sales,invoices,amount_in_words,29,text,,,,YES,,,,,
sales,invoices,payment_terms,30,text,,,,YES,,,,,
sales,invoices,due_date,31,date,,,,YES,,,,,
sales,invoices,payment_status,32,text,,,,YES,'pending'::text,,,,
sales,invoices,paid_amount,33,numeric,,15,2,YES,0,,,,
sales,invoices,einvoice_required,34,boolean,,,,YES,false,,,,
sales,invoices,irn,35,text,,,,YES,,,,,
sales,invoices,irn_generated_date,36,timestamp with time zone,,,,YES,,,,,
sales,invoices,qr_code,37,text,,,,YES,,,,,
sales,invoices,ack_number,38,text,,,,YES,,,,,
sales,invoices,ack_date,39,timestamp with time zone,,,,YES,,,,,
sales,invoices,invoice_status,40,text,,,,YES,'draft'::text,,,,
sales,invoices,cancellation_reason,41,text,,,,YES,,,,,
sales,invoices,cancelled_date,42,date,,,,YES,,,,,
sales,invoices,notes,43,text,,,,YES,,,,,
sales,invoices,internal_notes,44,text,,,,YES,,,,,
sales,invoices,terms_and_conditions,45,text,,,,YES,,,,,
sales,invoices,bank_account_id,46,integer,,32,,YES,,,FK,org_bank_accounts,bank_account_id
sales,invoices,created_at,47,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,invoices,updated_at,48,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,invoices,created_by,49,integer,,32,,YES,,,FK,org_users,user_id
sales,invoices,posted_by,50,integer,,32,,YES,,,FK,org_users,user_id
sales,invoices,posted_at,51,timestamp with time zone,,,,YES,,,,,
sales,invoices,items_count,52,integer,,32,,YES,0,,,,
sales,invoices,total_quantity,53,numeric,,15,3,YES,0,,,,
sales,invoices,loyalty_points_used,54,integer,,32,,YES,,,,,
sales,invoices,loyalty_discount,55,numeric,,15,2,YES,,,,,
sales,invoices,credit_amount,56,numeric,,15,2,YES,0,,,,
sales,invoices,allocated_amount,57,numeric,,15,2,YES,0,,,,
sales,invoices,unallocated_amount,58,numeric,,15,2,YES,,,,,
sales,loyalty_programs,program_id,1,integer,,32,,NO,nextval('sales.loyalty_programs_program_id_seq'::regclass),,PK,,
sales,loyalty_programs,org_id,2,uuid,,,,NO,,,,,
sales,loyalty_programs,program_name,3,text,,,,NO,,,,,
sales,loyalty_programs,description,4,text,,,,YES,,,,,
sales,loyalty_programs,points_per_rupee,5,numeric,,5,2,YES,1.0,,,,
sales,loyalty_programs,redemption_ratio,6,numeric,,5,2,YES,0.25,,,,
sales,loyalty_programs,min_purchase_amount,7,numeric,,15,2,YES,,,,,
sales,loyalty_programs,min_redemption_points,8,integer,,32,,YES,100,,,,
sales,loyalty_programs,max_redemption_percentage,9,numeric,,5,2,YES,50,,,,
sales,loyalty_programs,points_validity_days,10,integer,,32,,YES,,,,,
sales,loyalty_programs,tier_based,11,boolean,,,,YES,false,,,,
sales,loyalty_programs,is_active,12,boolean,,,,YES,true,,,,
sales,loyalty_programs,created_by,13,integer,,32,,YES,,,,,
sales,loyalty_programs,created_at,14,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,loyalty_programs,updated_at,15,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,loyalty_tiers,tier_id,1,integer,,32,,NO,nextval('sales.loyalty_tiers_tier_id_seq'::regclass),,PK,,
sales,loyalty_tiers,program_id,2,integer,,32,,YES,,,FK,loyalty_programs,program_id
sales,loyalty_tiers,tier_name,3,text,,,,NO,,,,,
sales,loyalty_tiers,min_points_required,4,integer,,32,,NO,,,,,
sales,loyalty_tiers,points_multiplier,5,numeric,,5,2,YES,1.0,,,,
sales,loyalty_tiers,additional_benefits,6,text,,,,YES,,,,,
sales,loyalty_transactions,transaction_id,1,integer,,32,,NO,nextval('sales.loyalty_transactions_transaction_id_seq'::regclass),,PK,,
sales,loyalty_transactions,program_id,2,integer,,32,,YES,,,FK,loyalty_programs,program_id
sales,loyalty_transactions,customer_id,3,integer,,32,,YES,,,FK,customers,customer_id
sales,loyalty_transactions,transaction_type,4,text,,,,NO,,,,,
sales,loyalty_transactions,points,5,integer,,32,,NO,,,,,
sales,loyalty_transactions,reference_type,6,text,,,,YES,,,,,
sales,loyalty_transactions,reference_id,7,integer,,32,,YES,,,,,
sales,loyalty_transactions,remarks,8,text,,,,YES,,,,,
sales,loyalty_transactions,expiry_date,9,date,,,,YES,,,,,
sales,loyalty_transactions,created_by,10,integer,,32,,YES,,,,,
sales,loyalty_transactions,created_at,11,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,order_items,order_item_id,1,integer,,32,,NO,nextval('sales.order_items_order_item_id_seq'::regclass),,PK,,
sales,order_items,order_id,2,integer,,32,,NO,,,FK,orders,order_id
sales,order_items,product_id,3,integer,,32,,NO,,,FK,products,product_id
sales,order_items,product_name,4,text,,,,YES,,,,,
sales,order_items,hsn_code,5,text,,,,YES,,,,,
sales,order_items,quantity,6,numeric,,15,3,NO,,,,,
sales,order_items,uom,7,text,,,,YES,,,,,
sales,order_items,pack_type,8,text,,,,YES,,,,,
sales,order_items,pack_size,9,integer,,32,,YES,,,,,
sales,order_items,base_quantity,10,numeric,,15,3,YES,,,,,
sales,order_items,unit_price,11,numeric,,15,4,NO,,,,,
sales,order_items,mrp,12,numeric,,15,2,YES,,,,,
sales,order_items,discount_percent,13,numeric,,5,2,YES,0,,,,
sales,order_items,discount_amount,14,numeric,,15,2,YES,0,,,,
sales,order_items,scheme_discount_percent,15,numeric,,5,2,YES,0,,,,
sales,order_items,scheme_discount_amount,16,numeric,,15,2,YES,0,,,,
sales,order_items,free_quantity,17,numeric,,15,3,YES,0,,,,
sales,order_items,scheme_code,18,text,,,,YES,,,,,
sales,order_items,taxable_amount,19,numeric,,15,2,YES,,,,,
sales,order_items,tax_percent,20,numeric,,5,2,YES,,,,,
sales,order_items,tax_amount,21,numeric,,15,2,YES,,,,,
sales,order_items,igst_percent,22,numeric,,5,2,YES,0,,,,
sales,order_items,cgst_percent,23,numeric,,5,2,YES,0,,,,
sales,order_items,sgst_percent,24,numeric,,5,2,YES,0,,,,
sales,order_items,cess_percent,25,numeric,,5,2,YES,0,,,,
sales,order_items,line_total,26,numeric,,15,2,NO,,,,,
sales,order_items,batch_id,27,integer,,32,,YES,,,,,
sales,order_items,batch_number,28,text,,,,YES,,,,,
sales,order_items,batch_expiry,29,date,,,,YES,,,,,
sales,order_items,ordered_quantity,30,numeric,,15,3,YES,,,,,
sales,order_items,delivered_quantity,31,numeric,,15,3,YES,0,,,,
sales,order_items,pending_quantity,32,numeric,,15,3,YES,,,,,
sales,order_items,cancelled_quantity,33,numeric,,15,3,YES,0,,,,
sales,order_items,item_status,34,text,,,,YES,'pending'::text,,,,
sales,order_items,item_notes,35,text,,,,YES,,,,,
sales,order_items,display_order,36,integer,,32,,YES,,,,,
sales,order_items,created_at,37,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,order_items,updated_at,38,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
sales,order_items,cgst_rate,39,numeric,,5,2,YES,,,,,
sales,order_items,sgst_rate,40,numeric,,5,2,YES,,,,,
sales,order_items,igst_rate,41,numeric,,5,2,YES,,,,,
sales,order_items,cgst_amount,42,numeric,,15,2,YES,,,,,
sales,order_items,sgst_amount,43,numeric,,15,2,YES,,,,,
sales,order_items,igst_amount,44,numeric,,15,2,YES,,,,,
sales,order_items,cess_rate,45,numeric,,5,2,YES,,,,,
sales,order_items,cess_amount,46,numeric,,15,2,YES,,,,,
sales,order_items,delivery_status,47,text,,,,YES,'pending'::text,,,,
sales,order_items,notes,48,text,,,,YES,,,,,
sales,order_items,product_code,49,text,,,,YES,,,,,
sales,orders,order_id,1,integer,,32,,NO,nextval('sales.orders_order_id_seq'::regclass),,PK,,
sales,orders,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
sales,orders,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
sales,orders,order_number,4,text,,,,NO,,,,,
sales,orders,order_date,5,date,,,,NO,CURRENT_DATE,,,,
sales,orders,order_type,6,text,,,,NO,'standard'::text,,,,
